,eliminado,mae,model,paredao,pred,pred_pct,rejeicao,repeticao,mean_absolute_error,correct
455,gizelly_bicalho,0.19210505622395216,knn,14.0,babu,0.5987666666666666,0.5478999999999999,2.0,0.050866666666666616,False
456,ivy,0.17582763230321619,knn,15.0,ivy,0.48710000000000003,0.7417,2.0,0.2546,True
457,mari,0.22838195591203378,knn,16.0,manu_gavassi,0.4070666666666667,0.5416,2.0,0.13453333333333328,False
458,babu,0.17593247883410665,knn,17.0,babu,0.48996666666666666,0.5715,2.0,0.08153333333333335,True
459,lucas_chumbo,0.2613977135029797,lasso,1.0,lucas_chumbo,0.3558916356156063,0.7594,2.0,0.40350836438439364,True
460,petrix,0.32873788362069545,lasso,2.0,petrix,0.36386656853822674,0.8027,2.0,0.4388334314617732,True
461,hadson,0.33789971898877175,lasso,3.0,hadson,0.31678727997641815,0.7970999999999999,2.0,0.4803127200235818,True
462,lucas,0.2528160135629998,lasso,4.0,lucas,0.40211696720672424,0.6262,2.0,0.22408303279327574,True
463,bianca_andrade,0.18319664741726097,lasso,5.0,felipe_prior,0.4142575095946558,0.5309,2.0,0.11664249040534425,False
464,guilherme,0.19160533329897808,lasso,6.0,guilherme,0.41233583283196373,0.5607,2.0,0.14836416716803624,True
465,victor_hugo,0.40803247193252146,lasso,7.0,babu,0.33166693590740204,0.8522,2.0,0.5205330640925979,False
466,pyong,0.19407043223169476,lasso,8.0,pyong,0.41950682007785134,0.517,2.0,0.09749317992214868,True
467,daniel,0.3300784156859811,lasso,9.0,daniel,0.3898648004384812,0.8081999999999999,2.0,0.4183351995615187,True
468,felipe_prior,0.24149009284079784,lasso,10.0,felipe_prior,0.8541671903839139,0.5672999999999999,2.0,0.28686719038391395,True
469,gabi,0.21494566510957294,lasso,11.0,thelma,0.3505858564021372,0.5961,2.0,0.24551414359786278,False
470,marcela,0.23682880336879045,lasso,12.0,marcela,0.3609571128498624,0.4976,2.0,0.13664288715013756,True
471,flayslene,0.2580478030243862,lasso,13.0,flayslene,0.38315601269941946,0.63,2.0,0.24684398730058055,True
472,gizelly_bicalho,0.17404609118954775,lasso,14.0,babu,0.43113569697658277,0.5478999999999999,2.0,0.11676430302341717,False
473,ivy,0.3289405699079612,lasso,15.0,rafa,0.41512386136623797,0.7417,2.0,0.32657613863376206,False
474,mari,0.23745341235909834,lasso,16.0,babu,0.36261032940356314,0.5416,2.0,0.17898967059643683,False
475,babu,0.18017432086563204,lasso,17.0,babu,0.38121541067611825,0.5715,2.0,0.19028458932388176,True
476,lucas_chumbo,0.10238874135244488,ridge,1.0,lucas_chumbo,0.5896036596264062,0.7594,2.0,0.1697963403735938,True
477,petrix,0.21144392739689188,ridge,2.0,petrix,0.4002859571238101,0.8027,2.0,0.40241404287618987,True
478,hadson,0.28075524795813533,ridge,3.0,hadson,0.45261913504815987,0.7970999999999999,2.0,0.34448086495184005,True
479,lucas,0.23102215232362924,ridge,4.0,lucas,0.5091189978233677,0.6262,2.0,0.11708100217663231,True
480,bianca_andrade,0.16595014883864728,ridge,5.0,felipe_prior,0.4276229574131538,0.5309,2.0,0.10327704258684622,False
481,guilherme,0.11731570987392,ridge,6.0,guilherme,0.5069708958533296,0.5607,2.0,0.053729104146670426,True
482,victor_hugo,0.3427288189755208,ridge,7.0,victor_hugo,0.2843606135546132,0.8522,2.0,0.5678393864453868,True
483,pyong,0.17241603162388697,ridge,8.0,pyong,0.5343564778400935,0.517,2.0,0.01735647784009353,True
484,daniel,0.2653841238289774,ridge,9.0,daniel,0.5057864631076068,0.8081999999999999,2.0,0.30241353689239314,True
485,felipe_prior,0.2633478743327227,ridge,10.0,felipe_prior,0.9182172558935803,0.5672999999999999,2.0,0.35091725589358036,True
486,gabi,0.19552446587128744,ridge,11.0,gabi,0.3774918002766114,0.5961,2.0,0.21860819972338857,True
487,marcela,0.1605890900245295,ridge,12.0,marcela,0.42217476692046735,0.4976,2.0,0.07542523307953264,True
488,flayslene,0.2115479939277114,ridge,13.0,flayslene,0.45378117886116276,0.63,2.0,0.17621882113883724,True
489,gizelly_bicalho,0.12845725573900776,ridge,14.0,babu,0.4465631332820217,0.5478999999999999,2.0,0.10133686671797826,False
490,ivy,0.3094548271887327,ridge,15.0,rafa,0.4446973999904075,0.7417,2.0,0.2970026000095925,False
491,mari,0.27996540200931613,ridge,16.0,babu,0.3408062846498289,0.5416,2.0,0.2007937153501711,False
492,babu,0.19547335585168482,ridge,17.0,babu,0.4118654615332119,0.5715,2.0,0.1596345384667881,True
493,lucas_chumbo,0.23127058272310677,elastic_net,1.0,lucas_chumbo,0.39400137531155727,0.7594,2.0,0.3653986246884427,True
494,petrix,0.3193875436412064,elastic_net,2.0,petrix,0.4057842433070899,0.8027,2.0,0.39691575669291007,True
495,hadson,0.33383939477574925,elastic_net,3.0,hadson,0.32614634609796783,0.7970999999999999,2.0,0.4709536539020321,True
496,lucas,0.24831628358123248,elastic_net,4.0,lucas,0.40686894979181837,0.6262,2.0,0.2193310502081816,True
497,bianca_andrade,0.15805424292129125,elastic_net,5.0,felipe_prior,0.3565613526871328,0.5309,2.0,0.17433864731286725,False
498,guilherme,0.1827781585161131,elastic_net,6.0,guilherme,0.42706090918811807,0.5607,2.0,0.1336390908118819,True
499,victor_hugo,0.39290324500940565,elastic_net,7.0,babu,0.3312038430144397,0.8522,2.0,0.5209961569855602,False
500,pyong,0.21427269991314782,elastic_net,8.0,pyong,0.4124196899036986,0.517,2.0,0.10458031009630142,True
501,daniel,0.34232901425736834,elastic_net,9.0,daniel,0.4039690643510646,0.8081999999999999,2.0,0.4042309356489353,True
502,felipe_prior,0.14362347990213267,elastic_net,10.0,felipe_prior,0.5225855987546022,0.5672999999999999,2.0,0.04471440124539772,True
503,gabi,0.22087004746784353,elastic_net,11.0,thelma,0.34902511689132565,0.5961,2.0,0.24707488310867431,False
504,marcela,0.22662370811490995,elastic_net,12.0,flayslene,0.38356045183490983,0.4976,2.0,0.11403954816509015,False
505,flayslene,0.2617393151823169,elastic_net,13.0,flayslene,0.3740548627345806,0.63,2.0,0.2559451372654194,True
506,gizelly_bicalho,0.18266476263316064,elastic_net,14.0,babu,0.43316344049751426,0.5478999999999999,2.0,0.11473655950248568,False
507,ivy,0.311654572570858,elastic_net,15.0,rafa,0.3658344668805399,0.7417,2.0,0.37586553311946014,False
508,mari,0.2636125336011704,elastic_net,16.0,babu,0.3484287579702184,0.5416,2.0,0.1931712420297816,False
509,babu,0.16225680196079298,elastic_net,17.0,babu,0.37531971009490295,0.5715,2.0,0.19618028990509706,True
510,lucas_chumbo,0.11178382313928178,sgd,1.0,lucas_chumbo,0.570221076990525,0.7594,2.0,0.18917892300947492,True
511,petrix,0.18862907088401937,sgd,2.0,petrix,0.36110836551782044,0.8027,2.0,0.44159163448217953,True
512,hadson,0.2915991863723785,sgd,3.0,hadson,0.40295621408776267,0.7970999999999999,2.0,0.39414378591223725,True
513,lucas,0.21957445097126826,sgd,4.0,lucas,0.544970809845944,0.6262,2.0,0.08122919015405594,True
514,bianca_andrade,0.1562013280690731,sgd,5.0,felipe_prior,0.4033985473875126,0.5309,2.0,0.12750145261248746,False
515,guilherme,0.1718285735428733,sgd,6.0,guilherme,0.37263859316510084,0.5607,2.0,0.18806140683489914,True
516,victor_hugo,0.3413720631245831,sgd,7.0,victor_hugo,0.2668367330892232,0.8522,2.0,0.5853632669107768,True
517,pyong,0.17137400639561814,sgd,8.0,pyong,0.5135578487859076,0.517,2.0,0.003442151214092415,True
518,daniel,0.2650375942691079,sgd,9.0,daniel,0.48652135007441133,0.8081999999999999,2.0,0.3216786499255886,True
519,felipe_prior,0.17937437034259193,sgd,10.0,felipe_prior,0.7619833935600722,0.5672999999999999,2.0,0.19468339356007225,True
520,gabi,0.2139172336905486,sgd,11.0,gabi,0.40998293593978374,0.5961,2.0,0.18611706406021622,True
521,marcela,0.19234566654616422,sgd,12.0,marcela,0.3492753069585967,0.4976,2.0,0.14832469304140328,True
522,flayslene,0.20019161007812034,sgd,13.0,flayslene,0.5351849317058311,0.63,2.0,0.09481506829416886,True
523,gizelly_bicalho,0.1369718088915296,sgd,14.0,babu,0.47742584207836225,0.5478999999999999,2.0,0.07047415792163769,False
524,ivy,0.33144543532131215,sgd,15.0,rafa,0.5011561610064871,0.7417,2.0,0.24054383899351295,False
525,mari,0.22555852686327096,sgd,16.0,babu,0.41317338476810545,0.5416,2.0,0.12842661523189453,False
526,babu,0.17834179967584873,sgd,17.0,babu,0.4432312361684503,0.5715,2.0,0.12826876383154973,True
527,lucas_chumbo,0.10983416834898227,ensamble3,1.0,lucas_chumbo,0.5943581198349825,0.7594,2.0,0.16504188016501742,True
528,petrix,0.195583216785356,ensamble3,2.0,petrix,0.470704588870225,0.8027,2.0,0.331995411129775,True
529,hadson,0.2849251265935492,ensamble3,3.0,hadson,0.49358229419450045,0.7970999999999999,2.0,0.30351770580549947,True
530,lucas,0.27502545269821993,ensamble3,4.0,lucas,0.48842065607610846,0.6262,2.0,0.13777934392389152,True
531,bianca_andrade,0.1653398287792127,ensamble3,5.0,felipe_prior,0.3635375451045816,0.5309,2.0,0.16736245489541846,False
532,guilherme,0.08743176355398082,ensamble3,6.0,guilherme,0.6436327871742117,0.5607,2.0,0.08293278717421171,True
533,victor_hugo,0.2640796794771642,ensamble3,7.0,victor_hugo,0.33764946620840824,0.8522,2.0,0.5145505337915917,True
534,pyong,0.07727545920840541,ensamble3,8.0,pyong,0.5852777631192911,0.517,2.0,0.06827776311929112,True
535,daniel,0.2273453234642253,ensamble3,9.0,daniel,0.5646057876461005,0.8081999999999999,2.0,0.24359421235389944,True
536,felipe_prior,0.0978669568212967,ensamble3,10.0,felipe_prior,0.6067254537826265,0.5672999999999999,2.0,0.03942545378262663,True
537,gabi,0.14199122052872065,ensamble3,11.0,gabi,0.4303152817461667,0.5961,2.0,0.16578471825383329,True
538,marcela,0.12239333459790076,ensamble3,12.0,flayslene,0.4741750065304192,0.4976,2.0,0.023424993469580768,False
539,flayslene,0.13639614913966955,ensamble3,13.0,flayslene,0.4416274459239222,0.63,2.0,0.18837255407607778,True
540,gizelly_bicalho,0.16695019235584926,ensamble3,14.0,babu,0.5442207270666445,0.5478999999999999,2.0,0.0036792729333554597,False
541,ivy,0.22802808282036222,ensamble3,15.0,ivy,0.46732653599927215,0.7417,2.0,0.2743734640007279,True
542,mari,0.1822279079605884,ensamble3,16.0,manu_gavassi,0.3127825029113826,0.5416,2.0,0.22881749708861737,False
543,babu,0.183849777352036,ensamble3,17.0,babu,0.45458253398088183,0.5715,2.0,0.11691746601911818,True
544,lucas_chumbo,0.08860338313886693,ensamble2,1.0,lucas_chumbo,0.6148830218888998,0.7594,2.0,0.1445169781111002,True
545,petrix,0.22999517424016222,ensamble2,2.0,petrix,0.512396467289511,0.8027,2.0,0.2903035327104889,True
546,hadson,0.26328208940271586,ensamble2,3.0,hadson,0.5619584433534861,0.7970999999999999,2.0,0.23514155664651382,True
547,lucas,0.24532505244274008,ensamble2,4.0,lucas,0.43985148237379,0.6262,2.0,0.18634851762620996,True
548,bianca_andrade,0.22896054916427241,ensamble2,5.0,felipe_prior,0.4566929767787398,0.5309,2.0,0.07420702322126022,False
549,guilherme,0.11522853483426458,ensamble2,6.0,guilherme,0.6871985005398392,0.5607,2.0,0.12649850053983924,True
550,victor_hugo,0.23944643209619945,ensamble2,7.0,victor_hugo,0.3292301414981776,0.8522,2.0,0.5229698585018223,True
551,pyong,0.08543579953367125,ensamble2,8.0,pyong,0.572350983927648,0.517,2.0,0.055350983927648034,True
552,daniel,0.20615946811363908,ensamble2,9.0,daniel,0.6233671635096918,0.8081999999999999,2.0,0.18483283649030813,True
553,felipe_prior,0.1871866155671139,ensamble2,10.0,felipe_prior,0.31442997806603007,0.5672999999999999,2.0,0.25287002193396985,True
554,gabi,0.1343108757981702,ensamble2,11.0,gabi,0.44661862756815646,0.5961,2.0,0.1494813724318435,True
555,marcela,0.13180583315269567,ensamble2,12.0,marcela,0.4805463007500598,0.4976,2.0,0.017053699249940213,True
556,flayslene,0.0971870153579133,ensamble2,13.0,flayslene,0.509523663848668,0.63,2.0,0.12047633615133202,True
557,gizelly_bicalho,0.1609437307111248,ensamble2,14.0,babu,0.5283131924609248,0.5478999999999999,2.0,0.019586807539075157,False
558,ivy,0.2320196654553112,ensamble2,15.0,ivy,0.4888326607708991,0.7417,2.0,0.25286733922910093,True
559,mari,0.0915863606998829,ensamble2,16.0,mari,0.4205752892202479,0.5416,2.0,0.12102471077975208,True
560,babu,0.1820319326080969,ensamble2,17.0,babu,0.4392056766596128,0.5715,2.0,0.1322943233403872,True
561,lucas_chumbo,0.33826125761610415,linear_regression,1.0,lucas_chumbo,0.9758336624241254,0.7594,3.0,0.21643366242412543,True
562,petrix,0.1513424610302863,linear_regression,2.0,petrix,0.45323341726282357,0.8027,3.0,0.3494665827371764,True
563,hadson,0.13235448594489768,linear_regression,3.0,hadson,0.6472710047514785,0.7970999999999999,3.0,0.14982899524852145,True
564,lucas,0.20484095004994152,linear_regression,4.0,lucas,0.5193006423901669,0.6262,3.0,0.10689935760983305,True
565,bianca_andrade,0.2616015825580442,linear_regression,5.0,felipe_prior,0.583902436530313,0.5309,3.0,0.053002436530313,False
566,guilherme,0.2057041074267111,linear_regression,6.0,guilherme,0.45235619579788094,0.5607,3.0,0.10834380420211903,True
567,victor_hugo,0.7076779421496969,linear_regression,7.0,victor_hugo,0.03833202775469798,0.8522,3.0,0.8138679722453019,True
568,pyong,0.1715449700463545,linear_regression,8.0,pyong,0.6977289204647916,0.517,3.0,0.1807289204647916,True
569,daniel,0.16295441339786532,linear_regression,9.0,daniel,0.7440551347883817,0.8081999999999999,3.0,0.06414486521161822,True
570,felipe_prior,0.6414551682006783,linear_regression,10.0,felipe_prior,1.7935693030707318,0.5672999999999999,3.0,1.226269303070732,True
571,gabi,0.2178753403378945,linear_regression,11.0,gabi,0.5156968811050027,0.5961,3.0,0.0804031188949973,True
572,marcela,0.08569083917788271,linear_regression,12.0,marcela,0.5415199049040962,0.4976,3.0,0.043919904904096196,True
573,flayslene,0.10004084365557042,linear_regression,13.0,flayslene,0.48803154210727034,0.63,3.0,0.14196845789272966,True
574,gizelly_bicalho,0.1856573955437526,linear_regression,14.0,babu,0.3909668539311952,0.5478999999999999,3.0,0.15693314606880476,False
575,ivy,0.31840916240333045,linear_regression,15.0,rafa,0.5303063692047976,0.7417,3.0,0.21139363079520246,False
576,mari,0.12339907641966179,linear_regression,16.0,manu_gavassi,0.502024671699333,0.5416,3.0,0.03957532830066701,False
577,babu,0.3848187540372481,linear_regression,17.0,rafa,0.6350468841657579,0.5715,3.0,0.06354688416575793,False
578,lucas_chumbo,0.08447226302735664,svr,1.0,lucas_chumbo,0.6214706998785416,0.7594,3.0,0.13792930012145832,True
579,petrix,0.17898558233321438,svr,2.0,petrix,0.5166944761535316,0.8027,3.0,0.2860055238464684,True
580,hadson,0.22358370813768091,svr,3.0,hadson,0.6720610808686748,0.7970999999999999,3.0,0.12503891913132514,True
581,lucas,0.2557144505876802,svr,4.0,lucas,0.4914429704049575,0.6262,3.0,0.1347570295950425,True
582,bianca_andrade,0.15778027561332578,svr,5.0,felipe_prior,0.32532301123392404,0.5309,3.0,0.205576988766076,False
583,guilherme,0.10762392825099919,svr,6.0,guilherme,0.7230274656693059,0.5607,3.0,0.1623274656693059,True
584,victor_hugo,0.22421785327029442,svr,7.0,victor_hugo,0.35525445173727815,0.8522,3.0,0.4969455482627218,True
585,pyong,0.109576988653323,svr,8.0,pyong,0.6438434781844464,0.517,3.0,0.1268434781844464,True
586,daniel,0.19176542888957562,svr,9.0,daniel,0.6991975664973614,0.8081999999999999,3.0,0.1090024335026385,True
587,felipe_prior,0.1767950746185207,svr,10.0,manu_gavassi,0.30976420510260644,0.5672999999999999,3.0,0.2575357948973935,False
588,gabi,0.11586599640213786,svr,11.0,gabi,0.42408737829522175,0.5961,3.0,0.1720126217047782,True
589,marcela,0.11668501353064697,svr,12.0,marcela,0.46169686612152955,0.4976,3.0,0.03590313387847044,True
590,flayslene,0.08110624338904374,svr,13.0,flayslene,0.5377678255772705,0.63,3.0,0.09223217442272946,True
591,gizelly_bicalho,0.1857104277617844,svr,14.0,babu,0.5873323812512451,0.5478999999999999,3.0,0.03943238125124515,False
592,ivy,0.1988017889691376,svr,15.0,ivy,0.5774634850766643,0.7417,3.0,0.16423651492333569,True
593,mari,0.1150030635734808,svr,16.0,mari,0.477835147726301,0.5416,3.0,0.06376485227369899,True
594,babu,0.18098226961743988,svr,17.0,babu,0.4619154737427667,0.5715,3.0,0.1095845262572333,True
595,lucas_chumbo,0.08878463203463198,ensamble1,1.0,lucas_chumbo,0.7349545454545455,0.7594,3.0,0.024445454545454437,True
596,petrix,0.2230036858974359,ensamble1,2.0,petrix,0.6717,0.8027,3.0,0.131,True
597,hadson,0.0742766666666667,ensamble1,3.0,hadson,0.6531466666666665,0.7970999999999999,3.0,0.14395333333333338,True
598,lucas,0.21507376543209875,ensamble1,4.0,victor_hugo,0.7352666666666665,0.6262,3.0,0.10906666666666653,False
599,bianca_andrade,0.2616800000000001,ensamble1,5.0,felipe_prior,0.55752,0.5309,3.0,0.026619999999999977,False
600,guilherme,0.06526260073260072,ensamble1,6.0,guilherme,0.5284599999999999,0.5607,3.0,0.032240000000000046,True
601,victor_hugo,0.21027545289855074,ensamble1,7.0,victor_hugo,0.271125,0.8522,3.0,0.581075,True
602,pyong,0.038440666666666616,ensamble1,8.0,pyong,0.5213,0.517,3.0,0.0042999999999999705,True
603,daniel,0.26314747474747474,ensamble1,9.0,daniel,0.7485166666666666,0.8081999999999999,3.0,0.05968333333333331,True
604,felipe_prior,0.08119164874551969,ensamble1,10.0,manu_gavassi,0.48904,0.5672999999999999,3.0,0.07825999999999994,False
605,gabi,0.06625356125356127,ensamble1,11.0,gabi,0.4905615384615384,0.5961,3.0,0.10553846153846158,True
606,marcela,0.06103461538461532,ensamble1,12.0,flayslene,0.552653846153846,0.4976,3.0,0.055053846153846064,False
607,flayslene,0.08008888888888889,ensamble1,13.0,flayslene,0.4976,0.63,3.0,0.13240000000000002,True
608,gizelly_bicalho,0.06399518426501033,ensamble1,14.0,babu,0.510008695652174,0.5478999999999999,3.0,0.03789130434782595,False
609,ivy,0.17405266521423388,ensamble1,15.0,ivy,0.36972941176470586,0.7417,3.0,0.37197058823529416,True
610,mari,0.09672619047619045,ensamble1,16.0,manu_gavassi,0.48737142857142846,0.5416,3.0,0.054228571428571515,False
611,babu,0.09785343915343915,ensamble1,17.0,babu,0.4918,0.5715,3.0,0.0797,True
612,lucas_chumbo,0.21861220833333322,random_forest,1.0,lucas_chumbo,0.4510844583333335,0.7594,3.0,0.30831554166666647,True
613,petrix,0.23033615624999978,random_forest,2.0,petrix,0.6669949999999993,0.8027,3.0,0.13570500000000063,True
614,hadson,0.1706530833333333,random_forest,3.0,hadson,0.4790292500000003,0.7970999999999999,3.0,0.3180707499999996,True
615,lucas,0.07852932499999991,random_forest,4.0,lucas,0.5216168333333334,0.6262,3.0,0.10458316666666656,True
616,bianca_andrade,0.2165572107142857,random_forest,5.0,felipe_prior,0.5594688999999997,0.5309,3.0,0.028568899999999675,False
617,guilherme,0.061891024999999815,random_forest,6.0,guilherme,0.6118289999999998,0.5607,3.0,0.05112899999999987,True
618,victor_hugo,0.19540268134920624,random_forest,7.0,victor_hugo,0.3086250000000003,0.8522,3.0,0.5435749999999997,True
619,pyong,0.0531378972222221,random_forest,8.0,babu,0.5101888749999999,0.517,3.0,0.00681112500000014,False
620,daniel,0.19534710198412716,random_forest,9.0,daniel,0.6159909999999997,0.8081999999999999,3.0,0.19220900000000019,True
621,felipe_prior,0.09405086944444431,random_forest,10.0,felipe_prior,0.4601492499999999,0.5672999999999999,3.0,0.10715075000000002,True
622,gabi,0.07882264999999995,random_forest,11.0,gabi,0.48362934999999996,0.5961,3.0,0.11247065,True
623,marcela,0.05168260555555518,random_forest,12.0,flayslene,0.553127499999999,0.4976,3.0,0.05552749999999901,False
624,flayslene,0.06356027301587315,random_forest,13.0,flayslene,0.5242589999999999,0.63,3.0,0.10574100000000008,True
625,gizelly_bicalho,0.07781118888888881,random_forest,14.0,babu,0.5043484999999999,0.5478999999999999,3.0,0.043551500000000076,False
626,ivy,0.150967607142857,random_forest,15.0,ivy,0.4670950000000005,0.7417,3.0,0.27460499999999954,True
627,mari,0.12469049999999998,random_forest,16.0,manu_gavassi,0.4442435000000002,0.5416,3.0,0.09735649999999979,False
628,babu,0.11659627500000024,random_forest,17.0,babu,0.4758805499999997,0.5715,3.0,0.09561945000000033,True
629,lucas_chumbo,0.14889517968074228,knn,1.0,lucas_chumbo,0.572,0.7594,3.0,0.1874,True
630,petrix,0.2599374852559566,knn,2.0,petrix,0.49513333333333326,0.8027,3.0,0.3075666666666667,True
631,hadson,0.35043642368483124,knn,3.0,hadson,0.35606666666666675,0.7970999999999999,3.0,0.44103333333333317,True
632,lucas,0.3383397551833503,knn,4.0,babu,0.5332666666666667,0.6262,3.0,0.09293333333333331,False
633,bianca_andrade,0.17228906188566487,knn,5.0,felipe_prior,0.33766666666666667,0.5309,3.0,0.19323333333333337,False
634,guilherme,0.13167413698199262,knn,6.0,guilherme,0.7009,0.5607,3.0,0.1402,True
635,victor_hugo,0.2478571990249272,knn,7.0,victor_hugo,0.3733333333333334,0.8522,3.0,0.47886666666666655,True
636,pyong,0.06465099211029848,knn,8.0,pyong,0.5776333333333332,0.517,3.0,0.060633333333333206,True
637,daniel,0.2530733139367251,knn,9.0,daniel,0.48883333333333334,0.8081999999999999,3.0,0.3193666666666666,True
638,felipe_prior,0.05600115331183984,knn,10.0,felipe_prior,0.5922333333333334,0.5672999999999999,3.0,0.024933333333333474,True
639,gabi,0.12468873686141914,knn,11.0,gabi,0.4893666666666667,0.5961,3.0,0.10673333333333324,True
640,marcela,0.18911693009357558,knn,12.0,flayslene,0.6153333333333334,0.4976,3.0,0.11773333333333341,False
641,flayslene,0.20622002044507357,knn,13.0,flayslene,0.3333333333333333,0.63,3.0,0.2966666666666667,True
642,gizelly_bicalho,0.19210505622395216,knn,14.0,babu,0.5987666666666666,0.5478999999999999,3.0,0.050866666666666616,False
643,ivy,0.17582763230321619,knn,15.0,ivy,0.48710000000000003,0.7417,3.0,0.2546,True
644,mari,0.22838195591203378,knn,16.0,manu_gavassi,0.4070666666666667,0.5416,3.0,0.13453333333333328,False
645,babu,0.17593247883410665,knn,17.0,babu,0.48996666666666666,0.5715,3.0,0.08153333333333335,True
646,lucas_chumbo,0.2613977135029797,lasso,1.0,lucas_chumbo,0.3558916356156063,0.7594,3.0,0.40350836438439364,True
647,petrix,0.32873788362069545,lasso,2.0,petrix,0.36386656853822674,0.8027,3.0,0.4388334314617732,True
648,hadson,0.33789971898877175,lasso,3.0,hadson,0.31678727997641815,0.7970999999999999,3.0,0.4803127200235818,True
649,lucas,0.2528160135629998,lasso,4.0,lucas,0.40211696720672424,0.6262,3.0,0.22408303279327574,True
650,bianca_andrade,0.18319664741726097,lasso,5.0,felipe_prior,0.4142575095946558,0.5309,3.0,0.11664249040534425,False
651,guilherme,0.19160533329897808,lasso,6.0,guilherme,0.41233583283196373,0.5607,3.0,0.14836416716803624,True
652,victor_hugo,0.40803247193252146,lasso,7.0,babu,0.33166693590740204,0.8522,3.0,0.5205330640925979,False
653,pyong,0.19407043223169476,lasso,8.0,pyong,0.41950682007785134,0.517,3.0,0.09749317992214868,True
654,daniel,0.3300784156859811,lasso,9.0,daniel,0.3898648004384812,0.8081999999999999,3.0,0.4183351995615187,True
655,felipe_prior,0.24149009284079784,lasso,10.0,felipe_prior,0.8541671903839139,0.5672999999999999,3.0,0.28686719038391395,True
656,gabi,0.21494566510957294,lasso,11.0,thelma,0.3505858564021372,0.5961,3.0,0.24551414359786278,False
657,marcela,0.23682880336879045,lasso,12.0,marcela,0.3609571128498624,0.4976,3.0,0.13664288715013756,True
658,flayslene,0.2580478030243862,lasso,13.0,flayslene,0.38315601269941946,0.63,3.0,0.24684398730058055,True
659,gizelly_bicalho,0.17404609118954775,lasso,14.0,babu,0.43113569697658277,0.5478999999999999,3.0,0.11676430302341717,False
660,ivy,0.3289405699079612,lasso,15.0,rafa,0.41512386136623797,0.7417,3.0,0.32657613863376206,False
661,mari,0.23745341235909834,lasso,16.0,babu,0.36261032940356314,0.5416,3.0,0.17898967059643683,False
662,babu,0.18017432086563204,lasso,17.0,babu,0.38121541067611825,0.5715,3.0,0.19028458932388176,True
663,lucas_chumbo,0.10238874135244488,ridge,1.0,lucas_chumbo,0.5896036596264062,0.7594,3.0,0.1697963403735938,True
664,petrix,0.21144392739689188,ridge,2.0,petrix,0.4002859571238101,0.8027,3.0,0.40241404287618987,True
665,hadson,0.28075524795813533,ridge,3.0,hadson,0.45261913504815987,0.7970999999999999,3.0,0.34448086495184005,True
666,lucas,0.23102215232362924,ridge,4.0,lucas,0.5091189978233677,0.6262,3.0,0.11708100217663231,True
667,bianca_andrade,0.16595014883864728,ridge,5.0,felipe_prior,0.4276229574131538,0.5309,3.0,0.10327704258684622,False
668,guilherme,0.11731570987392,ridge,6.0,guilherme,0.5069708958533296,0.5607,3.0,0.053729104146670426,True
669,victor_hugo,0.3427288189755208,ridge,7.0,victor_hugo,0.2843606135546132,0.8522,3.0,0.5678393864453868,True
670,pyong,0.17241603162388697,ridge,8.0,pyong,0.5343564778400935,0.517,3.0,0.01735647784009353,True
671,daniel,0.2653841238289774,ridge,9.0,daniel,0.5057864631076068,0.8081999999999999,3.0,0.30241353689239314,True
672,felipe_prior,0.2633478743327227,ridge,10.0,felipe_prior,0.9182172558935803,0.5672999999999999,3.0,0.35091725589358036,True
673,gabi,0.19552446587128744,ridge,11.0,gabi,0.3774918002766114,0.5961,3.0,0.21860819972338857,True
674,marcela,0.1605890900245295,ridge,12.0,marcela,0.42217476692046735,0.4976,3.0,0.07542523307953264,True
675,flayslene,0.2115479939277114,ridge,13.0,flayslene,0.45378117886116276,0.63,3.0,0.17621882113883724,True
676,gizelly_bicalho,0.12845725573900776,ridge,14.0,babu,0.4465631332820217,0.5478999999999999,3.0,0.10133686671797826,False
677,ivy,0.3094548271887327,ridge,15.0,rafa,0.4446973999904075,0.7417,3.0,0.2970026000095925,False
678,mari,0.27996540200931613,ridge,16.0,babu,0.3408062846498289,0.5416,3.0,0.2007937153501711,False
679,babu,0.19547335585168482,ridge,17.0,babu,0.4118654615332119,0.5715,3.0,0.1596345384667881,True
680,lucas_chumbo,0.23127058272310677,elastic_net,1.0,lucas_chumbo,0.39400137531155727,0.7594,3.0,0.3653986246884427,True
681,petrix,0.3193875436412064,elastic_net,2.0,petrix,0.4057842433070899,0.8027,3.0,0.39691575669291007,True
682,hadson,0.33383939477574925,elastic_net,3.0,hadson,0.32614634609796783,0.7970999999999999,3.0,0.4709536539020321,True
683,lucas,0.24831628358123248,elastic_net,4.0,lucas,0.40686894979181837,0.6262,3.0,0.2193310502081816,True
684,bianca_andrade,0.15805424292129125,elastic_net,5.0,felipe_prior,0.3565613526871328,0.5309,3.0,0.17433864731286725,False
685,guilherme,0.1827781585161131,elastic_net,6.0,guilherme,0.42706090918811807,0.5607,3.0,0.1336390908118819,True
686,victor_hugo,0.39290324500940565,elastic_net,7.0,babu,0.3312038430144397,0.8522,3.0,0.5209961569855602,False
687,pyong,0.21427269991314782,elastic_net,8.0,pyong,0.4124196899036986,0.517,3.0,0.10458031009630142,True
688,daniel,0.34232901425736834,elastic_net,9.0,daniel,0.4039690643510646,0.8081999999999999,3.0,0.4042309356489353,True
689,felipe_prior,0.14362347990213267,elastic_net,10.0,felipe_prior,0.5225855987546022,0.5672999999999999,3.0,0.04471440124539772,True
