,eliminado,mae,model,paredao,pred,pred_pct,rejeicao,repeticao,mean_absolute_error,correct
27,gabi,0.11586599640213786,svr,11.0,gabi,0.42408737829522175,0.5961,0.0,0.1720126217047782,True
28,marcela,0.11668501353064697,svr,12.0,marcela,0.46169686612152955,0.4976,0.0,0.03590313387847044,True
29,flayslene,0.08110624338904374,svr,13.0,flayslene,0.5377678255772705,0.63,0.0,0.09223217442272946,True
30,gizelly_bicalho,0.1857104277617844,svr,14.0,babu,0.5873323812512451,0.5478999999999999,0.0,0.03943238125124515,False
31,ivy,0.1988017889691376,svr,15.0,ivy,0.5774634850766643,0.7417,0.0,0.16423651492333569,True
32,mari,0.1150030635734808,svr,16.0,mari,0.477835147726301,0.5416,0.0,0.06376485227369899,True
33,babu,0.18098226961743988,svr,17.0,babu,0.4619154737427667,0.5715,0.0,0.1095845262572333,True
34,lucas_chumbo,0.06391268115942025,ensamble1,1.0,lucas_chumbo,0.7518913043478261,0.7594,0.0,0.007508695652173825,True
35,petrix,0.21418465909090906,ensamble1,2.0,petrix,0.712825,0.8027,0.0,0.08987499999999993,True
36,hadson,0.11169999999999995,ensamble1,3.0,hadson,0.5813,0.7970999999999999,0.0,0.21579999999999988,True
37,lucas,0.10107037037037038,ensamble1,4.0,lucas,0.5539999999999999,0.6262,0.0,0.07220000000000004,True
38,bianca_andrade,0.24900238095238092,ensamble1,5.0,felipe_prior,0.5807142857142856,0.5309,0.0,0.04981428571428559,False
39,guilherme,0.05321079710144925,ensamble1,6.0,guilherme,0.5574600000000001,0.5607,0.0,0.0032399999999999096,True
40,victor_hugo,0.2502170029239766,ensamble1,7.0,victor_hugo,0.16157083333333336,0.8522,0.0,0.6906291666666666,True
41,pyong,0.04149581714581718,ensamble1,8.0,babu,0.5115384615384616,0.517,0.0,0.005461538461538407,False
